time,acceleration_g,acceleration_mps2,integrated_velocity_mps,integrated_displacement_m
2.415000000000e+000,1.461391348715e+000,1.433135346988e+001,-1.342106610718e-003,-4.034667895629e-002
2.420000000000e+000,1.463279739311e+000,1.434987225551e+001,7.036095770276e-002,-4.017413182856e-002
2.425000000000e+000,1.452118312197e+000,1.424041604631e+001,1.418366784573e-001,-3.964363773816e-002
2.430000000000e+000,1.427935177511e+000,1.400326050854e+001,2.124458698444e-001,-3.875793136740e-002
2.435000000000e+000,1.390875695394e+000,1.363983113823e+001,2.815535989614e-001,-3.752293269539e-002
2.440000000000e+000,1.341201796287e+000,1.315269659556e+001,3.485349182958e-001,-3.594771140225e-002
2.445000000000e+000,1.279290241801e+000,1.254555164976e+001,4.127805389091e-001,-3.404442275923e-002
2.450000000000e+000,1.205629836426e+000,1.182318983538e+001,4.737023926220e-001,-3.182821543041e-002
2.455000000000e+000,1.120817609995e+000,1.099146601506e+001,5.307390322481e-001,-2.931711186823e-002
2.460000000000e+000,1.025554000284e+000,1.005724913688e+001,5.833608201279e-001,-2.653186223729e-002
2.465000000000e+000,9.206370743832e-001,9.028365565500e+000,6.310748568839e-001,-2.349577304476e-002
2.470000000000e+000,8.069558364682e-001,7.913533453701e+000,6.734296044319e-001,-2.023451189147e-002
2.475000000000e+000,6.854826781226e-001,6.722288705411e+000,7.100191598297e-001,-1.677588998082e-002
2.480000000000e+000,5.572650354893e-001,5.464903160281e+000,7.404871394939e-001,-1.314962423251e-002
2.485000000000e+000,4.234163250544e-001,4.152295704095e+000,7.645301366549e-001,-9.387081042136e-003
2.490000000000e+000,2.851062368001e-001,2.795937077116e+000,7.819007186079e-001,-5.521003903979e-003
2.495000000000e+000,1.435504696970e-001,1.407749213654e+000,7.924099343348e-001,-1.585227271623e-003
2.500000000000e+000,8.241841302516e-015,8.082485300932e-014,7.959293073689e-001,2.385620832637e-003
2.505000000000e+000,-1.442700224985e-001,-1.414805616134e+000,7.923922933286e-001,6.356424834380e-003
2.510000000000e+000,-2.879716512644e-001,-2.824037193872e+000,7.817951863036e-001,1.029189353346e-002
2.515000000000e+000,-4.298156909134e-001,-4.215052045296e+000,7.641974632057e-001,1.415687515723e-002
2.520000000000e+000,-5.685233122093e-001,-5.575309139677e+000,7.397215602432e-001,1.791667271586e-002
2.525000000000e+000,-7.028376290803e-001,-6.892482635220e+000,7.085520808060e-001,2.153735681848e-002
2.530000000000e+000,-8.315351324251e-001,-8.154574006396e+000,6.709344392019e-001,2.498607311850e-002
2.535000000000e+000,-9.534368762933e-001,-9.350021742902e+000,6.271729498287e-001,2.823134159108e-002
2.540000000000e+000,-1.067419313804e+000,-1.046780761372e+001,5.776283764372e-001,3.124334490674e-002
2.545000000000e+000,-1.172424682883e+000,-1.149755851640e+001,5.227149611119e-001,3.399420325061e-002
2.550000000000e+000,-1.267470845544e+000,-1.242964296745e+001,4.628969574022e-001,3.645823304690e-002
2.555000000000e+000,-1.351660488974e+000,-1.325526133420e+001,3.986846966481e-001,3.861218718202e-002
2.560000000000e+000,-1.424189602099e+000,-1.396652896143e+001,3.306302209091e-001,4.043547447592e-002
2.565000000000e+000,-1.484355147472e+000,-1.455655140695e+001,2.593225199881e-001,4.191035632816e-002
2.570000000000e+000,-1.531561855341e+000,-1.501949106868e+001,1.853824137990e-001,4.302211866263e-002
2.575000000000e+000,-1.565328074386e+000,-1.535062456068e+001,1.094571247256e-001,4.375921750894e-002
2.580000000000e+000,-1.585290621907e+000,-1.554639027732e+001,3.221458763063e-002,4.411339678983e-002
2.585000000000e+000,-1.591208585124e+000,-1.560442567130e+001,-4.566245224094e-002,4.407977712830e-002
2.590000000000e+000,-1.582966034542e+000,-1.552359386264e+001,-1.234825010758e-001,4.365691474501e-002
2.595000000000e+000,-1.560573620091e+000,-1.530399929146e+001,-2.005514839611e-001,4.284682978242e-002
2.600000000000e+000,-1.524169030754e+000,-1.494699222544e+001,-2.761789627533e-001,4.165500366563e-002
2.605000000000e+000,-1.474016308683e+000,-1.445516203355e+001,-3.496843484008e-001,4.009034538775e-002
2.610000000000e+000,-1.410504019132e+000,-1.383231923922e+001,-4.204030515827e-001,3.816512688779e-002
2.615000000000e+000,-1.334142287970e+000,-1.308346646832e+001,-4.876925158516e-001,3.589488796920e-002
2.620000000000e+000,-1.245558728884e+000,-1.221475850861e+001,-5.509380782939e-001,3.329831148384e-002
2.625000000000e+000,-1.145493292518e+000,-1.123345179707e+001,-6.095586040581e-001,3.039706977796e-002
2.630000000000e+000,-1.034792079773e+000,-1.014784374910e+001,-6.630118429236e-001,2.721564366051e-002
2.635000000000e+000,-9.144001710329e-001,-8.967202437260e+000,-7.107994583895e-001,2.378111540722e-002
2.640000000000e+000,-7.853535322584e-001,-7.701687217122e+000,-7.524716825254e-001,2.012293755494e-002
2.645000000000e+000,-6.487700674871e-001,-6.362260982323e+000,-7.876315530240e-001,1.627267946606e-002
2.650000000000e+000,-5.058398953412e-001,-4.960594809647e+000,-8.159386925040e-001,1.226375385224e-002
2.655000000000e+000,-3.578149344665e-001,-3.508965827086e+000,-8.371125940958e-001,8.131125635743e-003
2.660000000000e+000,-2.059978894524e-001,-2.020149202599e+000,-8.509353816700e-001,3.911005696329e-003
2.665000000000e+000,-5.173073456992e-002,-5.073052081701e-001,-8.572540176969e-001,-3.594678020886e-004
2.670000000000e+000,1.036172023936e-001,1.016137637853e+000,-8.559819366227e-001,-4.642557687888e-003
2.675000000000e+000,2.586614499074e-001,2.536602307734e+000,-8.471000867588e-001,-8.900262746341e-003
2.680000000000e+000,4.120147867110e-001,4.040484808099e+000,-8.306573689692e-001,-1.309465638566e-002
2.685000000000e+000,5.622997086190e-001,5.514276437528e+000,-8.067704658551e-001,-1.718822597272e-002
2.690000000000e+000,7.081608555857e-001,6.944685654429e+000,-7.756230606252e-001,-2.114420978892e-002
2.695000000000e+000,8.482772864450e-001,8.318758451115e+000,-7.374644503613e-001,-2.492692856639e-002
2.700000000000e+000,9.813744897026e-001,9.623996139442e+000,-6.926075638850e-001,-2.850210860200e-002
2.705000000000e+000,1.106236020747e+000,1.084846947286e+001,-6.414263998542e-001,-3.183719351135e-002
2.710000000000e+000,1.221714658834e+000,1.198092805905e+001,-5.843529060244e-001,-3.490164177605e-002
2.715000000000e+000,1.326742981166e+000,1.301090405625e+001,-5.218733257362e-001,-3.766720735545e-002
2.720000000000e+000,1.420343256319e+000,1.392880919458e+001,-4.545240426091e-001,-4.010820077631e-002
2.725000000000e+000,1.501636565078e+000,1.472602422092e+001,-3.828869590704e-001,-4.220172828051e-002
2.730000000000e+000,1.569851063435e+000,1.539497993124e+001,-3.075844486900e-001,-4.392790679991e-002
2.735000000000e+000,1.624329309981e+000,1.592922902773e+001,-2.292739262925e-001,-4.527005273737e-002
2.740000000000e+000,1.664534588130e+000,1.632350811869e+001,-1.486420834265e-001,-4.621484276167e-002
2.745000000000e+000,1.690056162497e+000,1.657378926595e+001,-6.639883996493e-002,-4.675244507015e-002
2.750000000000e+000,1.700613418193e+000,1.667732057752e+001,1.672893464374e-002,-4.687661983345e-002
2.755000000000e+000,1.696058841762e+000,1.663265544056e+001,1.000038746889e-001,-4.658478781012e-002
2.760000000000e+000,1.676379812840e+000,1.643967009158e+001,1.826846885193e-001,-4.587806640210e-002
2.765000000000e+000,1.641699186289e+000,1.609956932522e+001,2.640327870613e-001,-4.476127271315e-002
2.770000000000e+000,1.592274655460e+000,1.561488024997e+001,3.433189109993e-001,-4.324289346799e-002
2.775000000000e+000,1.528496898252e+000,1.498943410724e+001,4.198296968923e-001,-4.133502194826e-002
2.780000000000e+000,1.450886518651e+000,1.422833627813e+001,4.928741228558e-001,-3.905326239889e-002
2.785000000000e+000,1.360089807425e+000,1.333792470998e+001,5.617897753260e-001,-3.641660265344e-002
2.790000000000e+000,1.256873356380e+000,1.232571710035e+001,6.259488798519e-001,-3.344725601550e-002
2.795000000000e+000,1.142117571124e+000,1.120034727886e+001,6.847640407999e-001,-3.017047371387e-002
2.800000000000e+000,1.016809137356e+000,9.971491326853e+000,7.376936373142e-001,-2.661432951858e-002
2.805000000000e+000,8.820325054063e-001,8.649784069142e+000,7.842468258041e-001,-2.280947836079e-002
2.810000000000e+000,7.389604667912e-001,7.246726661658e+000,8.239881026311e-001,-1.878889103970e-002
2.815000000000e+000,5.888439050447e-001,5.774586081406e+000,8.565413844888e-001,-1.458756732190e-002
2.820000000000e+000,4.330008107878e-001,4.246287401112e+000,8.815935681951e-001,-1.024222994019e-002
2.825000000000e+000,2.728046579525e-001,2.675299798910e+000,8.988975361952e-001,-5.791002179212e-003
2.830000000000e+000,1.096722441466e-001,1.075517313060e+000,9.082745789751e-001,-1.273071891286e-003
2.835000000000e+000,-5.494889669135e-002,-5.388645977382e-001,9.096162107634e-001,3.271655083060e-003
2.840000000000e+000,-2.195933970003e-001,-2.153475586693e+000,9.028853603023e-001,7.802909010724e-003
2.845000000000e+000,-3.827911581370e-001,-3.753898910944e+000,8.881169240582e-001,1.228041472163e-002
2.850000000000e+000,-5.430805350681e-001,-5.325800729226e+000,8.654176749578e-001,1.666425121917e-002
2.855000000000e+000,-6.990214844457e-001,-6.855059040440e+000,8.349655255336e-001,2.091520922039e-002
2.860000000000e+000,-8.492085572879e-001,-8.327891098327e+000,7.970081501867e-001,2.499514340970e-002
2.865000000000e+000,-9.922836185500e-001,-9.730978147854e+000,7.518609770713e-001,2.886731622784e-002
2.870000000000e+000,-1.126948178010e+000,-1.105158634988e+001,6.999045658269e-001,3.249673008509e-002
2.875000000000e+000,-1.251975220077e+000,-1.227768279197e+001,6.415813929723e-001,3.585044498208e-002
2.880000000000e+000,-1.366220424364e+000,-1.339804552459e+001,5.773920721809e-001,3.889787864497e-002
2.885000000000e+000,-1.468632674054e+000,-1.440236661301e+001,5.078910418369e-001,4.161108643001e-002
2.890000000000e+000,-1.558263755272e+000,-1.528134725564e+001,4.336817571653e-001,4.396501842752e-002
2.895000000000e+000,-1.634277157717e+000,-1.602678408873e+001,3.554114288044e-001,4.593775139244e-002
2.900000000000e+000,-1.695955894690e+000,-1.663164587466e+001,2.737653538959e-001,4.751069334919e-002
2.905000000000e+000,-1.742709269307e+000,-1.709013985585e+001,1.894608895696e-001,4.866875895786e-002
2.910000000000e+000,-1.774078523030e+000,-1.739776714787e+001,1.032411220603e-001,4.940051398693e-002
2.915000000000e+000,-1.789741312564e+000,-1.755136664286e+001,1.586828758350e-002,4.969828751104e-002
2.920000000000e+000,-1.789514971653e+000,-1.754914699676e+001,-7.188299651554e-002,4.955825073871e-002
2.925000000000e+000,-1.773358525139e+000,-1.739070638056e+001,-1.592326299588e-001,4.898046167252e-002
2.930000000000e+000,-1.741373433893e+000,-1.707703978549e+001,-2.454019953740e-001,4.796887510919e-002
2.935000000000e+000,-1.693803060599e+000,-1.661053378422e+001,-3.296209292982e-001,4.653131779751e-002
2.940000000000e+000,-1.631030857940e+000,-1.599494876302e+001,-4.111346356663e-001,4.467942888510e-002
2.945000000000e+000,-1.553577292281e+000,-1.523538875335e+001,-4.892104794573e-001,4.242856609729e-002
2.950000000000e+000,-1.462095527384e+000,-1.433825910362e+001,-5.631445990997e-001,3.979767840090e-002
2.955000000000e+000,-1.357365903983e+000,-1.331121234230e+001,-6.322682777145e-001,3.680914620886e-002
2.960000000000e+000,-1.240289262011e+000,-1.216308269130e+001,-6.959540152985e-001,3.348859047633e-002
2.965000000000e+000,-1.111879162813e+000,-1.090380979200e+001,-7.536212465067e-001,2.986465232182e-002
2.970000000000e+000,-9.732530787982e-001,-9.544352305197e+000,-8.047416517497e-001,2.596874507618e-002
2.975000000000e+000,-8.256226274432e-001,-8.096592139416e+000,-8.488440128612e-001,2.183478091465e-002
2.980000000000e+000,-6.702829353757e-001,-6.573230148202e+000,-8.855185685803e-001,1.749887446104e-002
2.985000000000e+000,-5.086012263388e-001,-4.987674216276e+000,-9.144208294915e-001,1.299902596587e-002
2.990000000000e+000,-3.420047340495e-001,-3.353920725167e+000,-9.352748168451e-001,8.374786850024e-003
2.995000000000e+000,-1.719680472970e-001,-1.686430451025e+000,-9.478756947856e-001,3.666910570947e-003
3.000000000000e+000,-4.032718206849e-015,-3.954745600319e-014,-9.520917709131e-001,-1.083008093299e-003
3.005000000000e+000,1.723697767016e-001,1.690370070691e+000,-9.478658457364e-001,-5.832902134923e-003
3.010000000000e+000,3.436045199295e-001,3.369609265367e+000,-9.352158973963e-001,-1.054060649275e-002
3.015000000000e+000,5.121740955065e-001,5.022712093699e+000,-9.142350939986e-001,-1.516423397124e-002
3.020000000000e+000,6.765687296115e-001,6.634872732244e+000,-8.850911319337e-001,-1.966254953607e-002
3.025000000000e+000,8.353125879005e-001,8.191618190135e+000,-8.480249046278e-001,-2.399533962748e-002
3.030000000000e+000,9.869770794598e-001,9.678938776284e+000,-8.033485122117e-001,-2.812377316958e-002
3.035000000000e+000,1.130193765181e+000,1.108341468731e+001,-7.514426285528e-001,-3.201075102149e-002
3.040000000000e+000,1.263666753468e+000,1.239233756790e+001,-6.927532479147e-001,-3.562124071266e-002
3.045000000000e+000,1.386184470577e+000,1.359382593838e+001,-6.277878391490e-001,-3.892259343031e-002
3.050000000000e+000,1.496630698285e+000,1.467693343734e+001,-5.571109407097e-001,-4.188484037996e-002
3.055000000000e+000,1.593994778011e+000,1.563174888978e+001,-4.813392348919e-001,-4.448096581897e-002
3.060000000000e+000,1.677380887798e+000,1.644948728333e+001,-4.011361444591e-001,-4.668715426734e-002
3.065000000000e+000,1.746016306775e+000,1.712257081484e+001,-3.172059992137e-001,-4.848300962653e-002
3.070000000000e+000,1.799258590662e+000,1.764469925812e+001,-2.302878240314e-001,-4.985174418464e-002
3.075000000000e+000,1.836601591583e+000,1.801090899810e+001,-1.411488033908e-001,-5.078033575319e-002
3.080000000000e+000,1.857680265728e+000,1.821762017790e+001,-5.057748045085e-002,-5.125965146280e-002
3.085000000000e+000,1.862274223251e+000,1.826267151144e+001,4.062324877250e-002,-5.128453704199e-002
3.090000000000e+000,1.850309986042e+000,1.814534242462e+001,1.316432836127e-001,-5.085387071103e-002
3.095000000000e+000,1.821861930606e+000,1.786636230178e+001,2.216725454286e-001,-4.997058113843e-002
3.100000000000e+000,1.777151905100e+000,1.742790673015e+001,3.099082180085e-001,-4.864162922984e-002
3.105000000000e+000,1.716547521525e+000,1.683358075196e+001,3.955619367137e-001,-4.687795384303e-002
3.110000000000e+000,1.640559136006e+000,1.608838925111e+001,4.778668617214e-001,-4.469438184694e-002
3.115000000000e+000,1.549835541962e+000,1.519869471758e+001,5.560845716432e-001,-4.210950326353e-002
3.120000000000e+000,1.445158412610e+000,1.417216274702e+001,6.295117153047e-001,-3.914551254616e-002
3.125000000000e+000,1.327435540599e+000,1.301769574422e+001,6.974863615328e-001,-3.582801735407e-002
3.130000000000e+000,1.197692933478e+000,1.174535540610e+001,7.593939894086e-001,-3.218581647671e-002
3.135000000000e+000,1.057065834146e+000,1.036627466243e+001,8.146730645799e-001,-2.825064884174e-002
3.140000000000e+000,9.067887452130e-001,8.892559848243e+000,8.628201508565e-001,-2.405691580315e-002
3.145000000000e+000,7.481845453397e-001,7.337183971555e+000,9.033945104060e-001,-1.964137915000e-002
3.150000000000e+000,5.826527939228e-001,5.713872021523e+000,9.360221503887e-001,-1.504283749801e-002
3.155000000000e+000,4.116573279957e-001,4.036979335589e+000,9.603992787815e-001,-1.030178392508e-002
3.160000000000e+000,2.367132617402e-001,2.321364108245e+000,9.762951373911e-001,-5.460047884651e-003
3.165000000000e+000,5.937350457329e-002,5.822551786236e-001,9.835541856083e-001,-5.604245771529e-004
3.170000000000e+000,-1.187850817110e-001,-1.164883721561e+000,9.820976142509e-001,4.353704922495e-003
3.175000000000e+000,-2.961757628215e-001,-2.904492044474e+000,9.719241748358e-001,9.238759395212e-003
3.180000000000e+000,-4.712161226291e-001,-4.621051588981e+000,9.531103157522e-001,1.405134562168e-002
3.185000000000e+000,-6.423422371692e-001,-6.299225500135e+000,9.258096230294e-001,1.874864546864e-002
3.190000000000e+000,-8.080227045164e-001,-7.923995855246e+000,8.902515696409e-001,2.328879845031e-002
3.195000000000e+000,-9.667724041705e-001,-9.480798597359e+000,8.467395835094e-001,2.763127633319e-002
3.200000000000e+000,-1.117165861847e+000,-1.095565459908e+001,7.956484505183e-001,3.173724641826e-002
3.205000000000e+000,-1.257850098941e+000,-1.233529567278e+001,7.374210748387e-001,3.556992023165e-002
3.210000000000e+000,-1.387556850420e+000,-1.360728438718e+001,6.725646246888e-001,3.909488448047e-002
3.215000000000e+000,-1.505114040397e+000,-1.476012660426e+001,6.016460972102e-001,4.228041128522e-002
3.220000000000e+000,-1.609456411210e+000,-1.578337571499e+001,5.252873414121e-001,4.509774488177e-002
3.225000000000e+000,-1.699635209295e+000,-1.666772762523e+001,4.441595830615e-001,4.752136219296e-002
3.230000000000e+000,-1.774826839500e+000,-1.740510562558e+001,3.589774999345e-001,4.952920490045e-002
3.235000000000e+000,-1.834340408685e+000,-1.798873436883e+001,2.704928999485e-001,5.110288090015e-002
3.240000000000e+000,-1.877624089333e+000,-1.841320227566e+001,1.794880583372e-001,5.222783329587e-002
3.245000000000e+000,-1.904270244450e+000,-1.867451179273e+001,8.676877316626e-002,5.289347537463e-002
3.250000000000e+000,-1.914019266096e+000,-1.877011703586e+001,-6.842798905217e-003,5.309329031028e-002
3.255000000000e+000,-1.906762091433e+000,-1.869894846395e+001,-1.005154626547e-001,5.282489465638e-002
3.260000000000e+000,-1.882541372028e+000,-1.846142434600e+001,-1.934163946796e-001,5.209006501304e-002
3.265000000000e+000,-1.841551284242e+000,-1.805944890161e+001,-2.847185777986e-001,5.089472758185e-002
3.270000000000e+000,-1.784135980766e+000,-1.749639711578e+001,-3.736081928421e-001,4.924891065525e-002
3.275000000000e+000,-1.710786695597e+000,-1.677708634838e+001,-4.592919015025e-001,4.716666041938e-002
3.280000000000e+000,-1.622137526877e+000,-1.590773497795e+001,-5.410039548184e-001,4.466592077858e-002
3.285000000000e+000,-1.518959933948e+000,-1.489590843625e+001,-6.180130633539e-001,4.176837823315e-002
3.290000000000e+000,-1.402155996606e+000,-1.375045310411e+001,-6.896289672048e-001,3.849927315675e-002
3.295000000000e+000,-1.272750495700e+000,-1.248141864865e+001,-7.552086465867e-001,3.488717912228e-002
3.300000000000e+000,-1.131881884930e+000,-1.109996948685e+001,-8.141621169255e-001,3.096375221350e-002
3.305000000000e+000,-9.807922337266e-001,-9.618286158875e+000,-8.659577560398e-001,2.676345253108e-002
3.310000000000e+000,-8.208162304361e-001,-8.049457486207e+000,-9.101271151525e-001,2.232324035310e-002
3.315000000000e+000,-6.533693436120e-001,-6.407364473533e+000,-9.462691700518e-001,1.768224964009e-002
3.320000000000e+000,-4.799352468487e-001,-4.706556988509e+000,-9.740539737069e-001,1.288144178069e-002
3.325000000000e+000,-3.020526193535e-001,-2.962124319583e+000,-9.932256769772e-001,7.963242653983e-003
3.330000000000e+000,-1.213014401649e-001,-1.189560768194e+000,-1.003604889697e+000,2.971166237299e-003
3.335000000000e+000,6.071110140152e-002,5.953725225592e-001,-1.005090360311e+000,-2.050571887719e-003
3.340000000000e+000,2.423649529350e-001,2.376788265700e+000,-9.976599583400e-001,-7.057447684346e-003
3.345000000000e+000,4.220416751561e-001,4.138814993669e+000,-9.813709501916e-001,-1.200502495568e-002
3.350000000000e+000,5.981389173329e-001,5.865739013662e+000,-9.563595651733e-001,-1.684935124409e-002
3.355000000000e+000,7.690847619227e-001,7.542145080509e+000,-9.228398549379e-001,-2.154734979437e-002
3.360000000000e+000,9.333518095385e-001,9.153054523011e+000,-8.811018559291e-001,-2.605720407153e-002
3.365000000000e+000,1.089470877568e+000,1.068405958150e+001,-8.315090706678e-001,-3.033873138802e-002
3.370000000000e+000,1.236044189138e+000,1.212145274741e+001,-7.744952898455e-001,-3.435374228931e-002
3.375000000000e+000,1.371757933615e+000,1.345234993968e+001,-7.105607831278e-001,-3.806638247174e-002
3.380000000000e+000,1.495394085361e+000,1.466480640720e+001,-6.402678922606e-001,-4.144345416021e-002
3.385000000000e+000,1.605841374087e+000,1.574792431119e+001,-5.642360654646e-001,-4.445471405453e-002
3.390000000000e+000,1.702105307654e+000,1.669195101531e+001,-4.831363771484e-001,-4.707314516106e-002
3.395000000000e+000,1.783317156653e+000,1.748836719429e+001,-3.976855816244e-001,-4.927520005799e-002
3.400000000000e+000,1.848741819333e+000,1.812996396256e+001,-3.086397537322e-001,-5.104101339638e-002
3.405000000000e+000,1.897784495488e+000,1.861090832268e+001,-2.167875730191e-001,-5.235458171326e-002
3.410000000000e+000,1.929996108550e+000,1.892679633791e+001,-1.229433113677e-001,-5.320390892423e-002
3.415000000000e+000,1.945077426349e+000,1.907469354310e+001,-2.793958666511e-002,-5.358111616931e-002
3.420000000000e+000,1.942881842690e+000,1.905316222262e+001,6.738005274918e-002,-5.348251500410e-002
3.425000000000e+000,1.923416793885e+000,1.886227530176e+001,1.621686465601e-001,-5.290864325582e-002
3.430000000000e+000,1.886843796647e+000,1.850361671839e+001,2.555833766105e-001,-5.186426319790e-002
3.435000000000e+000,1.833477106134e+000,1.798026826287e+001,3.467930890636e-001,-5.035832203371e-002
3.440000000000e+000,1.763781005337e+000,1.729678299599e+001,4.349857172108e-001,-4.840387501803e-002
3.445000000000e+000,1.678365749312e+000,1.645914547549e+001,5.193755383895e-001,-4.601797187903e-002
3.450000000000e+000,1.577982199855e+000,1.547471914021e+001,5.992101999287e-001,-4.322150753323e-002
3.455000000000e+000,1.463515198010e+000,1.435218131656e+001,6.737774510707e-001,-4.003903840573e-002
3.460000000000e+000,1.335975733180e+000,1.310144642379e+001,7.424115204216e-001,-3.649856597700e-002
3.465000000000e+000,1.196491978441e+000,1.173357806038e+001,8.044990816320e-001,-3.263128947187e-002
3.470000000000e+000,1.046299271875e+000,1.026069075453e+001,8.594847536692e-001,-2.847132988362e-002
3.475000000000e+000,8.867291332853e-001,8.695842254932e+000,9.068760861929e-001,-2.405542778396e-002
3.480000000000e+000,7.191974143148e-001,7.052917323090e+000,9.462479851380e-001,-1.942261760563e-002
3.485000000000e+000,5.451916878566e-001,5.346504065719e+000,9.772465386100e-001,-1.461388129626e-002
3.490000000000e+000,3.662579895132e-001,3.591763912859e+000,9.995922085564e-001,-9.671784428347e-003
3.495000000000e+000,1.839870297252e-001,1.804296405054e+000,1.013082359351e+000,-4.640098008578e-003
3.500000000000e+000,-1.918407748278e-015,-1.881315334465e-014,1.017593100364e+000,4.365906407098e-004
3.505000000000e+000,-1.840658996395e-001,-1.805069854700e+000,1.013080425727e+000,5.513274455937e-003
3.510000000000e+000,-3.665720823145e-001,-3.594844111029e+000,9.995806408128e-001,1.054492712229e-002
3.515000000000e+000,-5.458932140000e-001,-5.353383687073e+000,9.772100713175e-001,1.548690390261e-002
3.520000000000e+000,-7.204317400244e-001,-7.065021923310e+000,9.461640572916e-001,2.029533922414e-002
3.525000000000e+000,-8.886321680692e-001,-8.714504650995e+000,9.067152408558e-001,2.492753746950e-002
3.530000000000e+000,-1.048994979531e+000,-1.028712661602e+001,8.592111626883e-001,2.934235347836e-002
3.535000000000e+000,-1.200090044406e+000,-1.176886303397e+001,8.040711885633e-001,3.350055935649e-002
3.540000000000e+000,-1.340569419285e+000,-1.314649509563e+001,7.417827932393e-001,3.736519431100e-002
3.545000000000e+000,-1.469179413554e+000,-1.440772829593e+001,6.728972347603e-001,4.090189438100e-002
3.550000000000e+000,-1.584771815440e+000,-1.554130252388e+001,5.980246577108e-001,4.407919911218e-002
3.555000000000e+000,-1.686314177065e+000,-1.653709292452e+001,5.178286690898e-001,4.686883242918e-002
3.560000000000e+000,-1.772899066100e+000,-1.738620062657e+001,4.330204352121e-001,4.924595518993e-002
3.565000000000e+000,-1.843752200858e+000,-1.808103252054e+001,3.443523523443e-001,5.118938715882e-002
3.570000000000e+000,-1.898239395707e+000,-1.861536936991e+001,2.526113476182e-001,5.268179640873e-002
3.575000000000e+000,-1.935872254321e+000,-1.898442164283e+001,1.586118700863e-001,5.370985445299e-002
3.580000000000e+000,-1.956312559530e+000,-1.918487256192e+001,6.318863457446e-002,5.426435571464e-002
3.585000000000e+000,-1.959375320251e+000,-1.921490798434e+001,-3.281081679119e-002,5.434030025910e-002
3.590000000000e+000,-1.945030447984e+000,-1.907423284272e+001,-1.285336688589e-001,5.393693904498e-002
3.595000000000e+000,-1.913403047703e+000,-1.876407399776e+001,-2.231294359601e-001,5.305778128293e-002
3.600000000000e+000,-1.864772320385e+000,-1.828716947570e+001,-3.157575446437e-001,5.171056383142e-002
3.605000000000e+000,-1.799569086886e+000,-1.764774418591e+001,-4.055948287977e-001,4.990718289782e-002
3.610000000000e+000,-1.718371955256e+000,-1.685147233502e+001,-4.918428701001e-001,4.766358865057e-002
3.615000000000e+000,-1.621902165750e+000,-1.590542687375e+001,-5.737351181220e-001,4.499964368002e-002
3.620000000000e+000,-1.511017159669e+000,-1.481801642887e+001,-6.505437263785e-001,4.193894656876e-002
3.625000000000e+000,-1.386702929633e+000,-1.359891028488e+001,-7.215860431629e-001,3.850862214491e-002
3.630000000000e+000,-1.250065219779e+000,-1.225895208754e+001,-7.862306990940e-001,3.473908028927e-002
3.635000000000e+000,-1.102319654762e+000,-1.081006304237e+001,-8.439032369188e-001,3.066374544924e-002
3.640000000000e+000,-9.447808859864e-001,-9.265135475559e+000,-8.940912332136e-001,2.631875927391e-002
3.645000000000e+000,-7.788508523531e-001,-7.637917711229e+000,-9.363488661806e-001,2.174265902542e-002
3.650000000000e+000,-6.060062607183e-001,-5.942891296673e+000,-9.703008887003e-001,1.697603463822e-002
3.655000000000e+000,-4.277853982766e-001,-4.195141676010e+000,-9.956459711320e-001,1.206116748864e-002
3.660000000000e+000,-2.457743950468e-001,-2.410223471185e+000,-1.012159384000e+000,7.041654100807e-003
3.665000000000e+000,-6.159305956998e-002,-6.040215776320e-001,-1.019694996622e+000,1.962018149252e-003
3.670000000000e+000,1.231195852585e-001,1.207390680775e+000,-1.018186573864e+000,-3.132685776964e-003
3.675000000000e+000,3.067199366310e-001,3.007895066562e+000,-1.007648359496e+000,-8.197273110364e-003
3.680000000000e+000,4.875744854401e-001,4.781472327642e+000,-9.881749410104e-001,-1.318683136163e-002
3.685000000000e+000,6.640743976310e-001,6.512345191528e+000,-9.599403972124e-001,-1.805711970719e-002
3.690000000000e+000,8.346498727131e-001,8.185119174242e+000,-9.231967362980e-001,-2.276496254096e-002
3.695000000000e+000,9.977841508760e-001,9.784919943188e+000,-8.782716385044e-001,-2.726863347797e-002
3.700000000000e+000,1.152027043333e+000,1.129752600450e+001,-8.255655236352e-001,-3.152822638332e-002
3.705000000000e+000,1.296007864820e+000,1.270949552754e+001,-7.655479698051e-001,-3.550601011692e-002
3.710000000000e+000,1.428447652571e+000,1.400828617209e+001,-6.987535155560e-001,-3.916676383032e-002
3.715000000000e+000,1.548170562514e+000,1.518236684688e+001,-6.257768830086e-001,-4.247808982673e-002
3.720000000000e+000,1.654114340854e+000,1.622132040074e+001,-5.472676648896e-001,-4.541070119648e-002
3.725000000000e+000,1.745339777507e+000,1.711593632909e+001,-4.639245230650e-001,-4.793868166636e-002
3.730000000000e+000,1.821039057038e+000,1.785829266870e+001,-3.764889505705e-001,-5.003971535045e-002
3.735000000000e+000,1.880542932644e+000,1.844182635041e+001,-2.857386530228e-001,-5.169528435944e-002
3.740000000000e+000,1.923326659307e+000,1.886139138349e+001,-1.924806086880e-001,-5.289083251371e-002
3.745000000000e+000,1.949014633409e+000,1.911330435472e+001,-9.754386934246e-002,-5.361589370879e-002
3.750000000000e+000,1.957383697693e+000,1.919537683898e+001,-1.772166358185e-003,-5.386418379804e-002
